85	12.51	69.19	89.29
86	81.38	81.04	88.87
87	75.79	69.89	107.43
88	89.7	47.9	93.29
89	178.66	87.18	0.53
90	98.2	126.55	38.54
91	172.46	87.76	2.25
92	57.76	170.39	51.12
93	15.45	145.81	41.46
94	77.64	89.43	86.28
95	88.54	92.98	63.36
96	16.32	66.43	12.17
97	11.68	65.75	97.37
98	76.07	109.13	78.83
99	3.97	76.46	80.17
100	114.64	5.62	89.71
101	129.2	79.04	53.13
102	35.18	90.26	89.58
103	132.77	83.88	94.78
104	128.12	90.64	67.15
105	0.81	103.99	0.81
106	16.02	118.29	91.88
107	85.65	57.02	90.32
108	61.7	148.27	2.57
109	76.09	9.04	52.2
110	59.18	138.65	60.19
111	57.57	38.56	94.62
112	30.83	119.44	8.27
113	165.9	140.83	65.62
114	151.37	42.86	54.13
115	72.67	76.35	46.52
116	98.98	114.22	13.52
117	157.38	13.78	33.72
118	63.82	153.05	97.76
119	67.81	80.83	68.2
120	100.85	137.23	45.84
121	63.42	123.64	50.13
122	82.95	152.65	26.06
123	127.49	131.9	24.62
124	28.99	12.05	17.03
125	11.88	154.8	26.76
126	99.72	102.64	34.25
127	35.18	90.31	29.58
128	86.54	93.84	20.85
129	112.59	53.04	68.2
130	104.07	92.82	51.48
131	169.56	38.9	49.39
132	129.93	7.53	92.9
133	172.24	162.16	39.83
134	74.53	42.73	67.31
135	122.84	71.8	46.74
136	20.74	136.77	68.53
137	47.54	84.73	0.38
138	98.55	77.36	19.67
139	11.65	153.8	55.98
140	56.48	57.27	13.73
141	132.43	100.19	8.91
142	164.3	85.96	85.71
143	109.74	106.57	41.33
144	35.64	43.32	38.54
145	111.43	91.49	16.69
146	71.76	73.93	96.77
147	14.42	95.2	87.29
148	22.57	105.13	105.16
149	128.99	24.24	23.61
150	59.02	95.97	13.38
151	107.62	88.85	74.9
152	28.58	20.05	51.37
153	179.43	92.7	25.61
154	6.94	89.06	104.69
155	17.84	127.39	110.24
156	103.84	106.32	14.27
157	78.35	82.83	52.56
158	112.87	53.2	7.86
159	41.91	49.01	63.5
160	5.29	125.01	68.45
161	7.3	88.93	44.45
162	49.78	41.71	110.36
163	71.93	49.56	12.47
164	141.79	16.86	23.62
165	70.62	43.39	55.7
166	153.03	68.82	94.7
167	117.58	70.73	102.98
168	162.68	63.99	103.43
169	150.89	68.8	2.16
170	30.51	71.54	37.21
171	16.44	106.67	64.18
172	18.77	88.44	27.38
173	10.57	32.78	33.74
174	36.46	93.84	24.6
175	52.09	70.26	31.34
176	26.29	80.44	22.78
177	126.58	91.18	42.54
178	108.5	129.54	114.83
179	48.62	147.65	116.81
180	17.54	55.5	32.9
181	50.4	43.17	56.55
182	42.32	106.84	24.02
183	48.03	37.41	49.73
184	78.74	153.27	9.07
185	56.07	63.37	116.34
186	124.1	129.14	102.93
187	118.03	131.32	103.32
188	42.3	113.44	15.27
189	88.83	7.96	76.63
190	144.31	135.14	13.43
191	114.82	133.97	36.46
192	127.23	74.27	80.2
193	43.39	45.41	24.11
194	98.92	46.56	100.53
195	26.66	48.12	73.22
196	11.32	26.62	11.48
197	124.06	48.87	97.59
198	144.15	41.62	100.88
199	94.37	23.44	100.22
200	61.84	168.8	20.43
201	121.21	126.96	10.73
202	12.8	137.43	38.01
203	42.41	101.2	80.13
204	19.78	139.32	61.76
205	99.02	77.15	86.98
206	167.91	69.62	77.11
207	109.28	15.31	62.11
208	151.48	24.47	115.83
209	156.33	150.29	5.84
210	51.12	124.31	109.56
211	127.88	138.97	45.22
212	96.26	152.37	52.63
213	96.71	13.71	19.17
214	74.59	166.29	78.93
215	46.17	88.5	71.45
216	95.05	158.38	23.08
217	85.35	93.91	79
218	148.76	104.35	113.14
219	34.32	163.2	70.37
220	27.84	37.08	5.96
221	101.34	64.35	58.07
222	12.64	33.14	66.26
223	171.42	159.48	23.74
224	57.49	37.28	65.72
225	13.66	123.8	79.3
226	8.95	133.74	29.28
227	20.22	80.85	101.8
228	71.07	75.56	34.07
229	19.41	135.94	80.5
230	159.81	103.01	35.42
231	40.52	73.63	20.24
232	170.49	156.49	21.84
233	92.2	121.8	37.09
234	33.22	134.63	80.85
235	105.56	99.95	25.1
236	94.32	64.59	3.2
237	91.85	60.72	39.78
238	48.23	32.2	112.33
239	30	150.86	16.92
240	103.73	73.35	32.41
241	129.73	82.69	20.08
242	65.16	112	57.18
243	170.37	106.74	18.7
244	10.57	105.35	18.29
245	42.13	86.43	56.35
246	47.72	168.32	38.8
247	81.36	95.48	11.76
248	105.14	42.06	3.78
249	87.25	132.46	101.63
250	168.06	112.45	67.62
251	145.83	157.95	110.38
252	7.38	80.37	105.34
253	131.43	108.63	115.41
254	152.67	91.15	68.79
255	68.95	28.47	79.54
256	179.25	111.81	62.59
257	34.14	136.66	7.26
258	88.97	27.81	60.24
259	5.9	44.85	1.05
260	3.39	77.2	115.83
261	12.58	82.47	103.91
262	80.59	64.97	86.61
263	175.72	50.8	101.08
264	130.49	76.43	58.6
265	47.72	102.67	63.93
266	106.71	24.35	41.16
267	53.81	133.62	15.03
268	36.59	51.14	73.32
269	143.72	114.59	104.89
270	32.75	163.38	102.21
271	142.98	133.21	44.25
272	140.53	15.25	25.91
273	41.05	58.35	82.43
274	69.34	73.26	52.16
275	157.01	86.98	59.11
276	106.99	163.35	90.58
277	138.94	128.1	65.01
278	51.97	67.74	119.25
279	11.71	127.21	43.27
280	57.31	110.7	61.1
281	123.27	136.37	101.99
282	166.61	88.25	115.17
283	91.43	18.09	13.7
284	61.44	55.51	39.01
285	93.42	44.26	66.34
286	130.9	59.67	78.25
287	57.66	57.28	9.66
288	130.97	145.52	42.02
289	17.4	156.31	8.61
290	117.4	92.48	12.96
291	20.14	131.49	35.86
292	131.15	38.35	42.94
293	55.13	87.18	29.4
294	25.23	45.46	106.39
295	91.29	95.53	47.81
296	28.68	65.35	43.64
297	64.38	95	20
298	1.58	81.65	60.08
299	31.42	97.36	85.6
300	45	39.62	80.43
301	166.85	86.32	10.49
302	50.29	61.61	119.53
303	130.83	127.22	92.93
304	21.86	38.18	108.96
305	32.96	114.12	4.75
306	146.6	58.23	96.3
307	33.87	72.92	52.97
308	22.29	106.76	11.33
309	52.88	145.43	111.99
310	174.28	117.29	1.57
311	86.21	52.58	15.48
312	95.49	128.55	102.04
313	90.87	125.73	23.42
314	111.97	152.06	50.66
315	69.73	109.12	2.15
316	20.09	25.45	53.8
317	75.38	116.36	71.41
318	10.01	94.84	100.53
319	17.74	32.34	33.81
320	42.87	167.48	3.06
321	15.43	115.97	86.6
322	125.36	36.51	12.92
323	162.62	115.26	10.1
324	98.14	70.54	25.4
325	115.88	13	87.55
326	93.81	43.18	20.88
327	168.08	114.57	19.02
328	83.63	166.21	5.54
329	33.04	76.02	64.38
330	16.72	85.16	86.31
331	100.13	174.74	4.83
332	170.95	115.7	111.12
333	128.99	39.94	4.11
334	35.79	123.56	25.71
335	113.35	153.61	111.92
336	113.15	87.82	117.88
337	120.77	101.94	13.89
338	173.14	44.18	51.16
339	139.05	142.59	2.79
340	2.41	55.68	3.95
341	16.75	84.9	86.08
342	159.24	30.7	81.11
343	25.62	106.28	24.87
344	112.02	28.42	82.25
345	127.08	46.69	55.12
346	53.8	118.1	66.6
347	173	130.12	58.74
348	162.95	32.65	85.61
349	177.54	136.97	46.12
350	138.74	116.46	18.5
351	77.17	157.39	99.28
352	10.42	97.46	64.74
353	53	17.82	61.75
354	159.78	109.61	22.11
355	119.14	63.31	63.58
356	6.72	66.99	27.91
357	74.96	106.83	66.55
358	163.73	106.49	2.69
359	63.34	54.07	28.3
360	139.95	41.25	9.79
361	122.28	118.89	49.04
362	47.77	103.53	1.53
363	101.97	78.09	1.68
364	45.37	138.99	107.89
365	88.48	64.29	102.55
366	67.42	22.48	28.88
367	59.63	145.66	50.25
368	125.02	105.92	114.77
369	122.09	85.4	42.83
370	18.9	111.06	97.22
371	17.46	176.17	27.19
372	16.25	126.46	85.09
373	36.54	38.92	41.97
374	129.1	73.37	23.2
375	114.19	7.54	5.47
376	156.39	125.85	96.85
377	161.74	70.57	54.15
378	13.31	175.26	81.94
379	147.44	100.22	92.3
380	53.37	58.32	90.22
381	147.25	100.33	32.02
382	56.91	19.04	53.8
383	136.95	129.37	62.03
384	96.69	95.86	15.08
385	12.34	73.39	8.4
386	142.66	31.88	24.64
387	125.5	54.51	89.39
388	66.43	119.84	107.56
389	105.53	80.89	106.53
390	97.59	40.5	42.4
391	92.98	167.2	15.1
392	105.94	98.55	13.25
393	47.06	63.44	63.49
394	73.98	129.88	72.06
395	26.96	130.75	85.15
396	175.26	113.29	88.3
397	139.07	108.7	45.98
398	54.5	124.83	49.57
399	78.15	33.94	44.52
400	143.21	135.21	84.33
401	68.25	96.31	32
402	128.2	65.69	0.97
403	33.84	68.31	106.37
404	170.53	33.42	99.6
405	163.85	116.32	35.78
406	23.32	113.84	5.06
407	52.18	78.52	111.38
408	41.48	125.24	59.29
409	125.02	119.06	41.42
410	51.4	146.32	94.66
411	37.58	26.37	99.61
412	28.22	133.23	20.54
413	32.67	55.81	51.73
414	72.9	142.92	36.35
415	76.05	146.62	116.14
416	58.69	81.31	23.21
417	7.31	166.96	84.86
418	68.04	56.24	77.85
419	117.17	67.28	57.65
420	124.47	65.23	71.78
421	33.49	58.75	100.97
422	52.86	80.71	31.95
423	50.29	14.09	83.78
424	60.1	113.57	101.45
425	134.58	57.4	110.09
426	110.93	73.18	10.35
427	23.22	113.81	64.92
428	70.9	114.7	69.93
429	76.07	77.47	87.64
430	18.4	45.49	78.77
431	9.62	107.04	12.89
432	152.91	60.2	34.84
433	128.26	73.82	86.97
434	138.25	76.59	75.88
435	122.87	129.09	109.96
436	12.92	86.22	93.06
437	133.77	53.09	3.16
438	83.9	93.89	99.7
439	5.23	106.5	48.32
440	125.86	37.28	19.48
441	144.13	116.79	39.01
442	43.73	117.66	111.39
443	169.69	108.21	61.82
444	120.08	29.53	37.74
445	5.3	106.56	108.21
446	104.88	63.46	86.53
447	32.19	88	109.48
448	7.08	117.7	43.87
449	67.49	117.37	37.46
450	49.61	69	62.94
451	4.8	72.15	31.55
452	21.61	44.97	62.28
453	10.19	93.37	19.7
454	55.13	110.3	100
455	167.87	135.54	47.08
456	104.38	103.55	116.01
457	134.81	122.17	107.08
458	120.88	52.28	16.63
459	141.44	142.69	93.22
460	61.78	30.63	87.29
461	150.21	158.92	3.85
462	174.88	150.87	105.77
463	164.66	71.68	44.6
464	156.5	59.24	95.09
465	64.73	118.31	71.46
466	141.67	49.27	58.27
467	152.48	125.83	88.45
468	35.65	56.64	21.41
469	80.95	44.92	84.54
470	41.09	98.48	3.87
471	1.45	145.54	65.58
472	30.97	112.29	81.81
473	5.85	61.05	50.73
474	131.79	81.73	71.12
475	53.09	111.43	100.6
476	9.73	36.72	34.42
477	125.3	46.9	46.97
478	169.71	178.7	75.03
479	51.76	71.58	59.73
480	179.86	60.63	63.14
481	132.55	26.42	69.39
482	134.32	29.33	89.92
483	92.36	25.28	43.64
484	19.29	151.44	106.43
485	54.57	56.01	119.01
486	150.25	118.84	89.88
487	121.25	56.06	8.41
488	166.79	154.98	42.05
489	31.06	112.21	21.91
490	48.32	81.38	33.11
491	168.69	137.6	42.77
492	97	92.86	29.41
493	179.33	90.84	51.28
494	170.57	125.85	118.91
495	26.73	85.26	6.8
496	108.53	50.4	77.07
497	104.95	86.96	91.9
498	142.43	95.95	61.85
499	13.77	60.35	99.44
500	151.45	75.75	100.98
501	24.43	73.21	76.42
502	10.91	24.81	48.64
503	19.9	31.75	119.77
504	166.46	97.44	21.09
505	176.39	84.55	38.9
506	100.66	117.36	60.68
507	172.73	62.14	4.44
508	4.15	68.17	79.96
509	178.93	48.39	71.92
510	18.81	39.88	59.85
511	42.48	11.48	49.3
512	137.85	32.98	48.66
513	75.72	84.15	15.74
514	32.85	150.39	67.45
515	143.38	20.99	56.3
516	158.54	120.01	101.24
517	147.54	35.54	70.79
518	169.31	35.78	72.13
519	151.24	93.91	22.94
520	63.05	64.37	66.99
521	113.81	55.87	60.93
522	12.71	160.54	38.12
523	89.5	29.17	70.63
524	74.32	91.25	42.54
525	160.65	46.21	76.12
526	64.44	105.98	10.9
527	46.38	127.04	104.3
528	48.1	61.48	54.19
529	163.93	53.52	90.79
530	156.65	14.27	2.33
531	127.4	100.32	23.89
532	128.37	129.68	98.14
533	120.98	54.4	45.12
534	179.45	121.98	46.1
535	39.53	122.14	60.34
536	131.78	57.87	27.94
537	138.5	166.42	93.9
538	96.1	123.54	77.8
539	43.92	154.45	51.58
540	121.72	82.99	68.15
541	44.42	95.3	102.29
542	144.25	96.01	6.73
543	108.43	85.79	65.31
544	20.8	102.8	107.01
545	155.31	105.42	38.41
546	51.44	62.86	98.91
547	71.22	104.49	32.68
548	61.85	101.02	28.82
549	36.57	13.62	28.4
550	83.6	20.96	23.27
551	50.55	65.31	25.96
552	145.71	177.88	28.59
553	128.6	51.94	86.08
554	122.61	46.6	77.6
555	47.57	56.99	12.23
556	10.52	63.22	104.92
557	88.2	67.43	43.56
558	12.69	41.35	104.94
559	130.56	160.83	10.54
560	78.05	168.3	43.36
561	177.83	63.24	58.17
562	93.14	88.59	44.95
563	11.8	46.03	75.97
564	105.62	153.62	23.11
565	15.41	133.27	64.58
566	62.81	155.61	12.89
567	130.23	68.85	74.26
568	83.85	130.73	78.44
569	90.93	62.71	53.97
570	26.24	159.28	53.39
571	30.1	54.37	90.8
572	73.61	62.87	1.45
573	145.82	122.54	50.67
574	83.51	90.95	116.55
575	114.93	90.19	63.1
576	32.25	112.41	8.68
577	55.09	159.01	110.58
578	30.7	26.54	13.1
579	114.66	124.96	84.25
580	93.57	147.91	47.4
581	113.79	133.07	85.55
582	102.61	171.3	46.89
583	130.86	101.77	19.56
584	91.37	84.49	59.92
585	152.1	132.66	23.17
586	153.09	99.36	45.38
587	96.9	136.68	31.87
588	122.78	61.55	20.18
589	160.81	46.34	16.01
590	131.6	94.64	6.88
591	113.47	98.73	43.12
592	126.63	118.38	15.04
593	106.61	109.91	17.96
594	131.66	87.26	44.73
595	96.52	99.55	55.94
596	129.81	68.7	14.24
597	29.63	90.6	93.16
598	115.34	128.51	106.72
599	47.09	37.43	82.01
600	131.47	15.71	13.63
601	170.81	33.7	91.22
602	149.67	72.69	101.76
603	48.74	97.59	96.65
604	118.56	112.38	64.99
605	37.93	42.6	14.2
606	151.85	65.14	36.81
607	26.35	131.8	95.39
608	158.86	26.11	107.36
609	171.46	70.24	18.06
610	37.44	27.3	18.03
611	174.75	132.23	16.98
612	114.1	51.52	111
613	5.12	96.56	29.38
614	59.73	106.22	100.35
615	94.94	151.21	13.29
616	160.47	88.81	114.54
617	131.51	146.81	41.3
618	136.82	116.47	108.14
619	78.97	59.95	91.03
620	134.88	30.29	111.47
621	74.33	32	97.93
622	68.72	143.97	7
623	106.7	21.53	19.61
624	22.42	69.53	0.08
625	161.01	88.23	95.93
626	12.04	90.49	28.66
627	67.13	139.62	16.24
628	14.57	148.46	23.55
629	25.58	92.93	35.93
630	31.04	160.47	6.04
631	7.48	94.04	41.1
632	178.2	110.81	112.98
633	59.91	115.16	63.27
634	27.7	82.08	65.32
635	73.19	45.27	87.55
636	144.86	164.49	3.87
637	158.86	144.48	59.93
638	161.92	54.57	42.05
639	72.08	68.27	118.98
640	121.65	126.9	55.81
641	158.56	55.45	95.2
642	116.3	8.92	37.69
643	64.39	130.77	37.39
644	57.12	80.05	22.62
645	147.51	121.34	100.02
646	70.91	76.53	48.18
647	29.33	62.25	59.81
648	75.01	89.58	64.3
649	136.45	36.75	50.16
650	171.26	161.63	20.9
651	6.88	92.74	100.46
652	56.93	46.35	105.73
653	4.66	108.53	43.97
654	176.28	125.2	41.35
655	90.14	119.93	32.83
656	55.25	23.71	78.74
657	174.53	169.95	9.9
658	27.6	73.35	31.52
659	149.29	121.49	5.8
660	125.11	71.64	67.68
661	157.52	44.33	34.37
662	86.25	4.32	81.98
663	164.1	13.02	26.66
664	137.15	66.37	4.63
665	91.01	89.24	109.54
666	61.84	126.2	68.91
667	80.59	53.72	20.71
668	64.18	93.14	69.01
669	28.34	39.25	21.39
670	98.16	107.99	94.67
671	139	127.18	36.1
672	105.65	51.91	19.52
673	1.52	155.1	12.02
674	137.1	87.6	105.26
675	62.04	122.73	53.75
676	140.9	129.27	64.41
677	32.27	108.77	43.63
678	59.85	13.69	35.76
679	28.61	39.16	21.19
680	40.99	30.31	39.63
681	163.17	108.28	49.16
682	104.41	34.13	71.24
683	109.62	29.01	61.2
684	121.05	145.1	73.66
685	57.7	70.27	47.45
686	163.36	147.99	66.66
687	27.63	74.85	32.41
688	114.98	102.07	66.24
689	6.37	109.47	110.57
690	158.13	138.17	24.54
691	90.47	52.81	115.8
692	57.99	72.87	62.95
693	177.05	46.19	92.25
694	146.3	26.45	114.87
695	97.21	106.88	106.26
696	142.46	14.72	72.67
697	127.35	54.58	32.39
698	68.69	76.75	41.56
699	161.43	31.57	19.61
700	116.86	98.82	57.83
701	73.96	90.92	100.94
702	88.9	71.53	78.1
703	144.6	73.99	106.32
704	142.18	112.38	14.39
705	46.27	99.94	35.51
706	170.75	85.05	51.15
707	62.93	135.78	47.45
708	115.42	154.16	32.69
709	88.86	71.64	78.22
710	114.49	154.45	87.42
711	150.5	82.1	53.62
712	159	80.71	17.32
713	109.39	107.95	3.65
714	158.71	80.66	77.38
715	101.15	111.27	94.1
716	107.37	45.74	59.07
717	79.32	96.9	68.22
718	75.66	84.29	44.88
719	38.85	107.88	68.47
720	125.21	55.95	56.93
721	147.67	141.47	103.72
722	50.31	80.58	105.41
723	108.99	91.63	1.91
724	143.03	14.69	12.18
725	86.61	62.39	115.33
726	44.14	60.35	64.91
727	144.26	16.08	94.46
728	85.33	119.02	55.29
729	47.76	39.67	83.06
730	155.53	85.76	29.42
731	46.51	157.54	35.25
732	176.7	147.44	63.86
733	146.5	70.17	43.32
734	81.17	22.62	39.33
735	35.73	96.46	6.26
736	176.33	147.12	3.56
737	76.37	46.91	101.34
738	162.13	20.78	19.47
739	142.72	67.25	21.2
740	111.97	139.24	100.7
741	74.39	133.62	96.66
742	13.05	122.08	60.58
743	128.99	92.82	109.12
744	84.64	82.57	94
745	139.84	13.41	2.97
746	84.11	74.13	44.87
747	60.99	77.42	108.88
748	147.79	141.54	43.86
749	148.16	128.22	6.44
750	61.91	127.84	79.22
751	11.69	111.52	84.42
752	63.9	113.44	35.18
753	87.36	143.11	37.63
754	100.2	156.37	20.04
755	95.21	156.31	100.97
756	31.52	50.09	85.93
757	61.09	78.8	67.49
758	155.64	27.27	33.3
759	179.29	82.39	46.4
760	24.34	60.34	84.56
761	83.53	90.49	56.19
762	169.23	53.95	101.34
763	40.24	122.02	42.58
764	178.05	159.48	39.91
765	62.16	18.19	63.4
766	102.68	130.84	106.67
767	80.65	26.33	102.52
768	97.09	101.63	34.17
769	44.73	108.11	112.52
770	39.33	37.4	1.54
771	14.79	95.84	52.11
772	43.15	23.49	56.45
773	116.62	18.51	28.31
774	2.54	83.53	112.36
775	142.43	60.46	47.2
776	63.04	170.46	13.88
777	29.21	36.78	25.31
778	52.07	94.89	9.34
779	2.91	106.4	60.41
780	148.93	16.41	37.26
781	149.97	103.21	4.6
782	177.56	53.8	84.61
783	61.15	57.25	76.73
784	22.48	114.12	62.1
785	71.95	78.18	82.1
786	31.07	114.78	10.82
787	122.17	121.93	24.74
788	7.9	111.15	71.61
789	103.71	88.14	1.15
790	151.73	151.6	103.28
791	16.04	53.11	101.26
792	34.28	154.22	47.36
793	89.92	60.46	28.55
794	111.42	174.69	99.45
795	135.91	109.04	100.2
796	134.96	55.67	24.74
797	109.04	113.01	16.18
798	151.82	151.58	43.3
799	22.77	139.09	104.82
800	51.76	139.93	74.88
801	157.41	137.24	82.77
802	75.27	85.75	89.95
803	133.53	111.4	78.25
804	12.14	90.79	68.46
805	46.64	77.31	6.05
806	79.35	117.85	19.16
807	99	73.04	9.75
808	40.29	153.11	75.86
809	109.56	77.4	88.54
810	60.53	17.85	103.52
811	154.78	53.01	64
812	17.37	144.94	92.58
813	6.25	148.39	111.72
814	134.76	55.55	84.85
815	65.27	84.05	18.94
816	157.71	137.36	23.19
817	156.38	136.68	47.25
818	53.49	44.35	57.92
819	152.91	63.07	104.23
820	103.01	81.18	106.22
821	0.81	150.19	13.66
822	114.14	51.44	70.69
823	19.36	62.87	33.36
824	115.15	112.65	23.86
825	77.55	89.07	12.15
826	19.67	62.62	92.98
827	145.05	124.94	102.7
828	41.6	131.11	0.64
829	87.21	51.05	49.42
830	166.73	110.71	104.35
831	98.86	14.71	63.73
832	168.9	71.19	0.98
833	71.32	115.04	16.34
834	156.49	95.07	9.3
835	130.84	52.76	103.78
836	140.38	69.67	75.72
837	167.79	90.34	5.04
838	156.43	131.84	72.54
839	75.32	85.84	90.07
840	61.15	62.78	22.24
841	155.77	127.87	18.96
842	62.88	102.62	75.21
843	19.78	144.76	31.88
844	4.94	87.18	57.59
845	109.07	132	79.17
846	109.47	132.66	19.58
847	92.66	25.29	67.36
848	62.14	76.51	24.26
849	121.78	56.12	106.47
850	59.03	103.01	93.77
851	167.92	122.2	53.35
852	51.2	117.74	93.53
853	55.8	156.84	48.1
854	94.14	83.11	86.95
855	40.92	64.22	70.32
856	11.91	126.65	81.19
857	81.88	148.5	94.13
858	162.7	34.63	114.9
859	19.41	87.37	30.41
860	157.42	37	105.1
861	8.09	37.83	73.03
862	149.33	113.26	86.74
863	162.8	28.44	99.4
864	73.1	43.75	69.37
865	141.19	116.21	119.66
866	46.88	69.45	24.03
867	103.05	156.9	54
868	85.98	89.94	78.75
869	77.15	30.29	69.72
870	157.08	150.62	49.52
871	58.49	124.93	91.5
872	21.21	150.28	50.91
873	121.19	69.69	73.21
874	55.02	100	97.84
875	30.6	101.56	24.92
876	31.72	105.37	56.85
877	26.92	44.28	9.85
878	135.21	107.74	83.11
879	147.21	44.41	112.73
880	158.74	42.16	107.88
881	93.08	168.04	51.36
882	42.05	44.69	13.09
883	137.74	157.8	30.28
884	57.53	87.2	42.44
885	111.46	74.44	70.41
886	19.4	25.82	65.45
887	80.61	119.59	58.92
888	63.66	122.66	25.29
889	122.45	52.1	74.17
890	123.19	137.9	22.73
891	31.45	128.76	59.24
892	123.03	137.96	82.35
